# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3402371	3402544	-							A39U_RS19990	174		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3402371	3402544	-	WP_010669200.1	WP_010669200.1		hypothetical protein			A39U_RS19990	174	57	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3402713	3403849	+							A39U_RS0116340	1137		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3402713	3403849	+	WP_048874212.1	WP_048874212.1		glycosyltransferase			A39U_RS0116340	1137	378	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3403936	3405351	+							A39U_RS0116345	1416		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3403936	3405351	+	WP_010666932.1	WP_010666932.1		hypothetical protein			A39U_RS0116345	1416	471	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3405348	3405923	+							A39U_RS0116350	576		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3405348	3405923	+	WP_010666931.1	WP_010666931.1		phosphatase PAP2 family protein			A39U_RS0116350	576	191	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3405930	3406424	-							A39U_RS0116355	495		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3405930	3406424	-	WP_026200271.1	WP_026200271.1		RNA pyrophosphohydrolase			A39U_RS0116355	495	164	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3406441	3407739	-							A39U_RS18545	1299		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3406441	3407739	-	WP_018308516.1	WP_018308516.1		divergent polysaccharide deacetylase family protein			A39U_RS18545	1299	432	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3407768	3409237	-							A39U_RS0116365	1470		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3407768	3409237	-	WP_010669000.1	WP_010669000.1		S41 family peptidase			A39U_RS0116365	1470	489	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3409423	3410643	-							A39U_RS18550	1221		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3409423	3410643	-	WP_158320015.1	WP_158320015.1		peptidoglycan DD-metalloendopeptidase family protein			A39U_RS18550	1221	406	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3410895	3412433	-							A39U_RS0116375	1539		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3410895	3412433	-	WP_018308518.1	WP_018308518.1		2,3-bisphosphoglycerate-independent phosphoglycerate mutase			A39U_RS0116375	1539	512	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3412533	3412736	-							A39U_RS0116380	204		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3412533	3412736	-	WP_010666939.1	WP_010666939.1		hypothetical protein			A39U_RS0116380	204	67	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3412941	3413351	+					msrB		A39U_RS18555	411		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3412941	3413351	+	WP_010666940.1	WP_010666940.1		peptide-methionine (R)-S-oxide reductase MsrB	msrB		A39U_RS18555	411	136	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3413353	3414012	+					upp		A39U_RS0116390	660		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3413353	3414012	+	WP_010666941.1	WP_010666941.1		uracil phosphoribosyltransferase	upp		A39U_RS0116390	660	219	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3414031	3414486	+							A39U_RS0116395	456		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3414031	3414486	+	WP_010666942.1	WP_010666942.1		23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH			A39U_RS0116395	456	151	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3414776	3416524	+							A39U_RS0116400	1749		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3414776	3416524	+	WP_132012040.1	WP_132012040.1		hypothetical protein			A39U_RS0116400	1749	582	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3416732	3418060	-							A39U_RS0116405	1329		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3416732	3418060	-	WP_010666254.1	WP_010666254.1		glutamate--tRNA ligase			A39U_RS0116405	1329	442	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3418416	3421916	+							A39U_RS0116410	3501		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3418416	3421916	+	WP_010666253.1	WP_010666253.1		glycosyltransferase			A39U_RS0116410	3501	1166	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3422110	3422706	-							A39U_RS0116415	597		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3422110	3422706	-	WP_018308521.1	WP_018308521.1		PqiC family protein			A39U_RS0116415	597	198	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3422742	3423725	-							A39U_RS0116420	984		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3422742	3423725	-	WP_010668239.1	WP_010668239.1		MlaD family protein			A39U_RS0116420	984	327	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3423715	3424563	-							A39U_RS0116425	849		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3423715	3424563	-	WP_010668240.1	WP_010668240.1		ATP-binding cassette domain-containing protein			A39U_RS0116425	849	282	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3424566	3425738	-							A39U_RS0116430	1173		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3424566	3425738	-	WP_010668241.1	WP_010668241.1		ABC transporter permease			A39U_RS0116430	1173	390	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3425994	3426923	+					argC		A39U_RS0116435	930		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3425994	3426923	+	WP_010668242.1	WP_010668242.1		N-acetyl-gamma-glutamyl-phosphate reductase	argC		A39U_RS0116435	930	309	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3426935	3427582	+					grxB		A39U_RS0116440	648		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3426935	3427582	+	WP_010668243.1	WP_010668243.1		glutaredoxin 2	grxB		A39U_RS0116440	648	215	
gene	tRNA	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3427635	3427719	+							A39U_RS0116445	85		
tRNA		GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3427635	3427719	+				tRNA-Leu			A39U_RS0116445	85		anticodon=CAA
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3427737	3428927	+							A39U_RS0116450	1191		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3427737	3428927	+	WP_010668244.1	WP_010668244.1		phosphoserine transaminase			A39U_RS0116450	1191	396	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3429037	3429891	+							A39U_RS0116455	855		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3429037	3429891	+	WP_081617516.1	WP_081617516.1		DUF2167 domain-containing protein			A39U_RS0116455	855	284	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3429945	3430985	-							A39U_RS0116460	1041		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3429945	3430985	-	WP_010668285.1	WP_010668285.1		cysteine synthase A			A39U_RS0116460	1041	346	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3431122	3431529	+							A39U_RS0116465	408		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3431122	3431529	+	WP_010668284.1	WP_010668284.1		sulfurtransferase			A39U_RS0116465	408	135	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3431562	3432470	-							A39U_RS0116470	909		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3431562	3432470	-	WP_010668283.1	WP_010668283.1		DUF2272 domain-containing protein			A39U_RS0116470	909	302	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3432715	3433818	-					mtnA		A39U_RS0116475	1104		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3432715	3433818	-	WP_010668282.1	WP_010668282.1		S-methyl-5-thioribose-1-phosphate isomerase	mtnA		A39U_RS0116475	1104	367	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3434440	3434808	+							A39U_RS18735	369		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3434440	3434808	+	WP_132012039.1	WP_132012039.1		hypothetical protein			A39U_RS18735	369	122	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3434891	3435295	-					flgN		A39U_RS0116485	405		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3434891	3435295	-	WP_010667759.1	WP_010667759.1		flagellar export chaperone FlgN	flgN		A39U_RS0116485	405	134	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3435292	3435609	-							A39U_RS0116490	318		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3435292	3435609	-	WP_010667758.1	WP_010667758.1		rod-binding protein			A39U_RS0116490	318	105	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3435606	3436754	-							A39U_RS0116495	1149		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3435606	3436754	-	WP_010667757.1	WP_010667757.1		flagellar basal body P-ring protein FlgI			A39U_RS0116495	1149	382	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3436904	3437329	+							A39U_RS0116500	426		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3436904	3437329	+	WP_010667756.1	WP_010667756.1		hypothetical protein			A39U_RS0116500	426	141	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3437498	3437911	+					dksA		A39U_RS0116505	414		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3437498	3437911	+	WP_010666119.1	WP_010666119.1		RNA polymerase-binding protein DksA	dksA		A39U_RS0116505	414	137	
gene	tRNA	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3437998	3438072	+							A39U_RS0116510	75		
tRNA		GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3437998	3438072	+				tRNA-Thr			A39U_RS0116510	75		anticodon=GGT
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3438268	3439665	+							A39U_RS0116515	1398		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3438268	3439665	+	WP_018308524.1	WP_018308524.1		MATE family efflux transporter			A39U_RS0116515	1398	465	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3439769	3442087	+							A39U_RS0116520	2319		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3439769	3442087	+	WP_018308525.1	WP_018308525.1		hypothetical protein			A39U_RS0116520	2319	772	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3442132	3443031	+							A39U_RS0116525	900		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3442132	3443031	+	WP_010666401.1	WP_010666401.1		ABC transporter permease			A39U_RS0116525	900	299	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3443096	3443794	+							A39U_RS0116530	699		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3443096	3443794	+	WP_010666400.1	WP_010666400.1		ABC transporter ATP-binding protein			A39U_RS0116530	699	232	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3443794	3444744	+							A39U_RS0116535	951		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3443794	3444744	+	WP_010666399.1	WP_010666399.1		MlaD family protein			A39U_RS0116535	951	316	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3444741	3445691	+							A39U_RS0116540	951		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3444741	3445691	+	WP_010666398.1	WP_010666398.1		hypothetical protein			A39U_RS0116540	951	316	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3445688	3445879	+							A39U_RS19745	192		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3445688	3445879	+	WP_010666397.1	WP_010666397.1		hypothetical protein			A39U_RS19745	192	63	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3446067	3447524	-							A39U_RS0116550	1458		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3446067	3447524	-	WP_010666500.1	WP_010666500.1		SulP family inorganic anion transporter			A39U_RS0116550	1458	485	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3447557	3449191	-							A39U_RS0116555	1635		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3447557	3449191	-	WP_010666499.1	WP_010666499.1		tetratricopeptide repeat protein			A39U_RS0116555	1635	544	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3449206	3449796	-							A39U_RS0116560	591		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3449206	3449796	-	WP_026200274.1	WP_026200274.1		CarD family transcriptional regulator			A39U_RS0116560	591	196	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3450035	3451786	-							A39U_RS0116565	1752		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3450035	3451786	-	WP_010666444.1	WP_010666444.1		hypothetical protein			A39U_RS0116565	1752	583	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3451969	3452844	-							A39U_RS0116570	876		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3451969	3452844	-	WP_018308528.1	WP_018308528.1		hypothetical protein			A39U_RS0116570	876	291	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3453407	3453985	+							A39U_RS0116575	579		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3453407	3453985	+	WP_010665762.1	WP_010665762.1		DedA family protein			A39U_RS0116575	579	192	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3454196	3456784	+							A39U_RS0116580	2589		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3454196	3456784	+	WP_010665763.1	WP_010665763.1		response regulator			A39U_RS0116580	2589	862	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3456802	3457785	-							A39U_RS0116585	984		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3456802	3457785	-	WP_010665764.1	WP_010665764.1		zinc-dependent alcohol dehydrogenase family protein			A39U_RS0116585	984	327	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3457934	3458281	+							A39U_RS0116590	348		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3457934	3458281	+	WP_010665765.1	WP_010665765.1		DUF3147 family protein			A39U_RS0116590	348	115	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3458506	3460719	-							A39U_RS0116595	2214		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3458506	3460719	-	WP_010665766.1	WP_010665766.1		TonB-dependent receptor plug domain-containing protein			A39U_RS0116595	2214	737	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3460829	3461314	-							A39U_RS0116600	486		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3460829	3461314	-	WP_010665767.1	WP_010665767.1		DUF2946 family protein			A39U_RS0116600	486	161	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3461425	3461985	-							A39U_RS0116605	561		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3461425	3461985	-	WP_010665768.1	WP_010665768.1		DUF2147 domain-containing protein			A39U_RS0116605	561	186	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3462030	3462500	-							A39U_RS0116610	471		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3462030	3462500	-	WP_010665769.1	WP_010665769.1		DUF1178 family protein			A39U_RS0116610	471	156	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3462509	3462769	-					grxC		A39U_RS0116615	261		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3462509	3462769	-	WP_010665770.1	WP_010665770.1		glutaredoxin 3	grxC		A39U_RS0116615	261	86	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3462911	3463711	-							A39U_RS0116620	801		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3462911	3463711	-	WP_010665771.1	WP_010665771.1		ComF family protein			A39U_RS0116620	801	266	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3463848	3464729	+							A39U_RS0116625	882		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3463848	3464729	+	WP_018308529.1	WP_018308529.1		methyltransferase domain-containing protein			A39U_RS0116625	882	293	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3464834	3465439	-							A39U_RS0116630	606		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3464834	3465439	-	WP_018308530.1	WP_018308530.1		glutathione S-transferase family protein			A39U_RS0116630	606	201	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3465668	3466354	+							A39U_RS0116635	687		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3465668	3466354	+	WP_010668086.1	WP_010668086.1		phosphoadenylyl-sulfate reductase			A39U_RS0116635	687	228	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3466395	3467189	+							A39U_RS0116640	795		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3466395	3467189	+	WP_010668087.1	WP_010668087.1		sulfate adenylyltransferase subunit 2			A39U_RS0116640	795	264	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3467259	3469085	+					cysC		A39U_RS0116645	1827		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3467259	3469085	+	WP_187326317.1	WP_187326317.1		adenylyl-sulfate kinase	cysC		A39U_RS0116645	1827	608	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3469219	3470748	+							A39U_RS18565	1530		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3469219	3470748	+	WP_018308531.1	WP_018308531.1		glycosyltransferase family 39 protein			A39U_RS18565	1530	509	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3470824	3471534	+							A39U_RS0116655	711		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3470824	3471534	+	WP_010668007.1	WP_010668007.1		NAD-dependent deacylase			A39U_RS0116655	711	236	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3471531	3472115	+							A39U_RS0116660	585		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3471531	3472115	+	WP_010668008.1	WP_010668008.1		uracil-DNA glycosylase family protein			A39U_RS0116660	585	194	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3472140	3472838	-							A39U_RS0116665	699		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3472140	3472838	-	WP_010668009.1	WP_010668009.1		MarC family protein			A39U_RS0116665	699	232	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3473039	3473377	+							A39U_RS0116670	339		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3473039	3473377	+	WP_010668010.1	WP_010668010.1		DUF4112 domain-containing protein			A39U_RS0116670	339	112	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3473394	3474764	-							A39U_RS0116675	1371		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3473394	3474764	-	WP_018308532.1	WP_018308532.1		AtzE family amidohydrolase			A39U_RS0116675	1371	456	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3474761	3474949	-							A39U_RS0116680	189		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3474761	3474949	-	WP_010667987.1	WP_010667987.1		DUF4089 domain-containing protein			A39U_RS0116680	189	62	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3475021	3475806	-							A39U_RS0116685	786		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3475021	3475806	-	WP_010667986.1	WP_010667986.1		nucleotidyltransferase domain-containing protein			A39U_RS0116685	786	261	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3475933	3476952	-					moaA		A39U_RS0116690	1020		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3475933	3476952	-	WP_010667985.1	WP_010667985.1		GTP 3',8-cyclase MoaA	moaA		A39U_RS0116690	1020	339	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3477052	3477240	-							A39U_RS0116695	189		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3477052	3477240	-	WP_010667984.1	WP_010667984.1		DUF3553 domain-containing protein			A39U_RS0116695	189	62	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3477253	3478662	-							A39U_RS0116700	1410		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3477253	3478662	-	WP_010667983.1	WP_010667983.1		phosphomannomutase/phosphoglucomutase			A39U_RS0116700	1410	469	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3478664	3479542	-					galU		A39U_RS0116705	879		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3478664	3479542	-	WP_010667982.1	WP_010667982.1		UTP--glucose-1-phosphate uridylyltransferase GalU	galU		A39U_RS0116705	879	292	
gene	tRNA	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3479784	3479869	-							A39U_RS0116710	86		
tRNA		GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3479784	3479869	-				tRNA-Leu			A39U_RS0116710	86		anticodon=GAG
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3479946	3480686	+					lipB		A39U_RS0116715	741		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3479946	3480686	+	WP_010668378.1	WP_010668378.1		lipoyl(octanoyl) transferase LipB	lipB		A39U_RS0116715	741	246	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3480697	3481950	-							A39U_RS0116720	1254		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3480697	3481950	-	WP_018308533.1	WP_018308533.1		MFS transporter			A39U_RS0116720	1254	417	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3482029	3482757	-							A39U_RS0116725	729		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3482029	3482757	-	WP_010669033.1	WP_010669033.1		PRC-barrel domain-containing protein			A39U_RS0116725	729	242	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	3482863	3483579	+							A39U_RS0116730	717		
